vehicle_id,event_time,speed_mps,speed_kmh,data_type
AV_1,2022-04-05 12:44:22,0.0,0.0,1
AV_1,2022-04-05 12:44:23,0.0,0.0,1
AV_1,2022-04-05 12:44:24,0.0,0.0,1
AV_1,2022-04-05 12:44:25,0.0,0.0,1
AV_1,2022-04-05 12:44:26,0.0,0.0,1
AV_1,2022-04-05 12:44:27,0.0,0.0,1
AV_1,2022-04-05 12:44:28,0.0,0.0,1
AV_1,2022-04-05 12:44:29,0.0,0.0,1
AV_1,2022-04-05 12:44:30,0.0,0.0,1
AV_1,2022-04-05 12:44:31,0.0,0.0,1
AV_1,2022-04-05 12:44:32,0.0,0.0,1
AV_1,2022-04-05 12:44:33,0.0,0.0,1
AV_1,2022-04-05 12:44:34,0.0,0.0,1
AV_1,2022-04-05 12:44:35,0.0,0.0,1
AV_1,2022-04-05 12:44:37,0.0,0.0,1
AV_1,2022-04-05 12:44:38,0.0,0.0,1
AV_1,2022-04-05 12:44:39,0.0,0.0,1
AV_1,2022-04-05 12:44:40,0.0,0.0,1
AV_1,2022-04-05 12:44:41,0.0,0.0,1
AV_1,2022-04-05 12:44:42,0.0,0.0,1
AV_1,2022-04-05 12:44:43,0.0,0.0,1
AV_1,2022-04-05 12:44:44,0.0,0.0,1
AV_1,2022-04-05 12:44:45,0.0,0.0,1
AV_1,2022-04-05 12:44:46,0.0,0.0,1
AV_1,2022-04-05 12:44:47,0.0,0.0,1
AV_1,2022-04-05 12:44:48,0.0,0.0,1
AV_1,2022-04-05 12:44:49,0.0,0.0,1
AV_1,2022-04-05 12:44:50,0.0,0.0,1
AV_1,2022-04-05 12:44:51,0.0,0.0,1
AV_1,2022-04-05 12:44:52,0.0,0.0,1
AV_1,2022-04-05 12:44:53,0.0,0.0,1
AV_1,2022-04-05 12:44:54,0.0,0.0,1
AV_1,2022-04-05 12:44:55,0.0,0.0,1
AV_1,2022-04-05 12:44:56,0.0,0.0,1
AV_1,2022-04-05 12:44:57,0.0,0.0,1
AV_1,2022-04-05 12:44:58,0.0,0.0,1
AV_1,2022-04-05 12:44:59,0.0,0.0,1
AV_1,2022-04-05 12:45:00,0.0,0.0,1
AV_1,2022-04-05 12:45:01,0.0,0.0,1
AV_1,2022-04-05 12:45:02,0.0,0.0,1
AV_1,2022-04-05 12:45:03,0.0,0.0,1
AV_1,2022-04-05 12:45:04,0.0,0.0,1
AV_1,2022-04-05 12:45:05,0.0,0.0,1
AV_1,2022-04-05 12:45:06,0.0,0.0,1
AV_1,2022-04-05 12:45:07,0.0,0.0,1
AV_1,2022-04-05 12:45:08,0.0,0.0,1
AV_1,2022-04-05 12:45:09,0.0,0.0,1
AV_1,2022-04-05 12:45:10,0.0,0.0,1
AV_1,2022-04-05 12:45:11,0.0,0.0,1
AV_1,2022-04-05 12:45:12,0.0,0.0,1
AV_1,2022-04-05 12:45:13,0.0,0.0,1
AV_1,2022-04-05 12:45:14,0.0,0.0,1
AV_1,2022-04-05 12:45:15,0.0,0.0,1
AV_1,2022-04-05 12:45:16,0.0,0.0,1
AV_1,2022-04-05 12:45:17,0.0,0.0,1
AV_1,2022-04-05 12:45:18,0.0,0.0,1
AV_1,2022-04-05 12:45:19,0.0,0.0,1
AV_1,2022-04-05 12:45:20,0.0,0.0,1
AV_1,2022-04-05 12:45:21,0.0,0.0,1
AV_1,2022-04-05 12:45:22,0.0,0.0,1
AV_1,2022-04-05 12:45:23,0.0,0.0,1
AV_1,2022-04-05 12:45:24,0.0,0.0,1
AV_1,2022-04-05 12:45:25,0.0,0.0,1
AV_1,2022-04-05 12:45:26,0.0,0.0,1
AV_1,2022-04-05 12:45:27,0.0,0.0,1
AV_1,2022-04-05 12:45:28,0.0,0.0,1
AV_1,2022-04-05 12:45:29,0.0,0.0,1
AV_1,2022-04-05 12:45:30,0.0,0.0,1
AV_1,2022-04-05 12:45:31,0.0,0.0,1
AV_1,2022-04-05 12:45:32,0.0,0.0,1
AV_1,2022-04-05 12:45:33,0.0,0.0,1
AV_1,2022-04-05 12:45:34,0.0,0.0,1
AV_1,2022-04-05 12:45:35,0.0,0.0,1
AV_1,2022-04-05 12:45:36,0.0,0.0,1
AV_1,2022-04-05 12:45:37,0.0,0.0,1
AV_1,2022-04-05 12:45:38,0.0,0.0,1
AV_1,2022-04-05 12:45:39,0.0,0.0,1
AV_1,2022-04-05 12:45:40,0.0,0.0,1
AV_1,2022-04-05 12:45:41,0.0,0.0,1
AV_1,2022-04-05 12:45:42,0.0,0.0,1
AV_1,2022-04-05 12:45:43,0.0,0.0,1
AV_1,2022-04-05 12:45:44,0.0,0.0,1
AV_1,2022-04-05 12:45:45,0.0,0.0,1
AV_1,2022-04-05 12:45:46,0.0,0.0,1
AV_1,2022-04-05 12:45:47,0.0,0.0,1
AV_1,2022-04-05 12:45:48,0.0,0.0,1
AV_1,2022-04-05 12:45:49,0.0,0.0,1
AV_1,2022-04-05 12:45:50,0.0,0.0,1
AV_1,2022-04-05 12:45:51,0.0,0.0,1
AV_1,2022-04-05 12:45:52,0.0,0.0,1
AV_1,2022-04-05 12:45:53,0.0,0.0,1
AV_1,2022-04-05 12:45:54,0.0,0.0,1
AV_1,2022-04-05 12:45:55,0.0,0.0,1
AV_1,2022-04-05 12:45:56,0.0,0.0,1
AV_1,2022-04-05 12:45:57,0.0,0.0,1
AV_1,2022-04-05 12:45:58,0.0,0.0,1
AV_1,2022-04-05 12:45:59,0.0,0.0,1
AV_1,2022-04-05 12:46:00,0.0,0.0,1
AV_1,2022-04-05 12:46:01,0.0,0.0,1
AV_1,2022-04-05 12:46:02,0.0,0.0,1
AV_1,2022-04-05 12:46:03,0.0,0.0,1
AV_1,2022-04-05 12:46:04,0.0,0.0,1
AV_1,2022-04-05 12:46:05,0.0,0.0,1
AV_1,2022-04-05 12:46:06,0.0,0.0,1
AV_1,2022-04-05 12:46:07,0.0,0.0,1
AV_1,2022-04-05 12:46:08,0.0,0.0,1
AV_1,2022-04-05 12:46:09,0.0,0.0,1
AV_1,2022-04-05 12:46:10,0.0,0.0,1
AV_1,2022-04-05 12:46:11,0.0,0.0,1
AV_1,2022-04-05 12:46:12,0.0,0.0,1
AV_1,2022-04-05 12:46:13,0.0,0.0,1
AV_1,2022-04-05 12:46:14,0.0,0.0,1
AV_1,2022-04-05 12:46:15,0.0,0.0,1
AV_1,2022-04-05 12:46:16,0.0,0.0,1
AV_1,2022-04-05 12:46:17,0.0,0.0,1
AV_1,2022-04-05 12:46:18,0.0,0.0,1
AV_1,2022-04-05 12:46:19,0.0,0.0,1
AV_1,2022-04-05 12:46:20,0.0,0.0,1
AV_1,2022-04-05 12:46:21,0.0,0.0,1
AV_1,2022-04-05 12:46:22,0.0,0.0,1
AV_1,2022-04-05 12:46:23,0.0,0.0,1
AV_1,2022-04-05 12:46:24,0.0,0.0,1
AV_1,2022-04-05 12:46:25,0.0,0.0,1
AV_1,2022-04-05 12:46:26,0.0,0.0,1
AV_1,2022-04-05 12:46:27,0.0,0.0,1
AV_1,2022-04-05 12:46:28,0.0,0.0,1
AV_1,2022-04-05 12:46:29,0.0,0.0,1
AV_1,2022-04-05 12:46:30,0.0,0.0,1
AV_1,2022-04-05 12:46:31,0.0,0.0,1
AV_1,2022-04-05 12:46:32,0.0,0.0,1
AV_1,2022-04-05 12:46:33,0.0,0.0,1
AV_1,2022-04-05 12:46:34,0.0,0.0,1
AV_1,2022-04-05 12:46:35,0.0,0.0,1
